"cond","faceid","firstfix","famfaceloc","resp","rt","id","ans","morph","block"
"f2","f2_60.jpg",0.5,"left","right",1.0614,1,"perc0","60","fam"
"m1","m1_50.jpg",0.7,"right","left",0.96738,1,"perc0","50","fam"
"m2","m2_40.jpg",0.7,"left","right",1.2613,1,"perc0","40","fam"
"f2","f2_30.jpg",0.7,"left","right",0.52825,1,"perc0","30","fam"
"m2","m2_90.jpg",0.5,"right","right",0.56161,1,"perc100","90","fam"
"m1","m1_40.jpg",0.5,"left","right",0.51154,1,"perc0","40","fam"
"f2","f2_70.jpg",0.5,"right","right",0.81164,1,"perc100","70","fam"
"m1","m1_70.jpg",0.7,"right","right",0.51152,1,"perc100","70","fam"
"m2","m2_90.jpg",0.5,"left","left",0.59516,1,"perc100","90","fam"
"f2","f2_20.jpg",0.5,"right","left",0.56177,1,"perc0","20","fam"
"m1","m1_80.jpg",0.5,"right","right",0.52816,1,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"right","left",1.4174,1,"perc0","60","fam"
"m1","m1_30.jpg",0.7,"right","left",0.82909,1,"perc0","30","fam"
"m2","m2_20.jpg",0.7,"left","right",0.61158,1,"perc0","20","fam"
"f2","f2_70.jpg",0.5,"left","left",0.66174,1,"perc100","70","fam"
"m1","m1_60.jpg",0.7,"right","right",1.045,1,"perc100","60","fam"
"f2","f2_80.jpg",0.5,"right","right",0.79482,1,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"left","left",1.0784,1,"perc100","60","fam"
"m1","m1_10.jpg",0.5,"right","left",0.7117,1,"perc0","10","fam"
"f2","f2_50.jpg",0.7,"right","left",0.69499,1,"perc0","50","fam"
"m2","m2_50.jpg",0.5,"left","right",0.99507,1,"perc0","50","fam"
"f2","f2_80.jpg",0.5,"left","left",0.51172,1,"perc100","80","fam"
"m2","m2_20.jpg",0.7,"right","left",0.79497,1,"perc0","20","fam"
"m1","m1_20.jpg",0.7,"right","left",0.52828,1,"perc0","20","fam"
"m2","m2_10.jpg",0.5,"right","left",0.7784,1,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"left","right",0.81167,1,"perc0","30","fam"
"f2","f2_50.jpg",0.7,"left","right",0.71186,1,"perc0","50","fam"
"m2","m2_30.jpg",0.5,"right","left",0.66239,1,"perc0","30","fam"
"f2","f2_60.jpg",0.5,"right","left",1.1117,1,"perc0","60","fam"
"m1","m1_70.jpg",0.5,"left","left",0.56161,1,"perc100","70","fam"
"m2","m2_80.jpg",0.5,"right","right",0.47842,1,"perc100","80","fam"
"m1","m1_40.jpg",0.7,"right","left",0.62829,1,"perc0","40","fam"
"f2","f2_10.jpg",0.7,"left","right",0.49503,1,"perc0","10","fam"
"m1","m1_90.jpg",0.7,"left","left",0.44501,1,"perc100","90","fam"
"f2","f2_20.jpg",0.7,"left","right",0.62851,1,"perc0","20","fam"
"m2","m2_70.jpg",0.7,"right","right",0.74509,1,"perc100","70","fam"
"f2","f2_40.jpg",0.5,"left","right",0.89506,1,"perc0","40","fam"
"m1","m1_80.jpg",0.7,"left","left",0.56168,1,"perc100","80","fam"
"m2","m2_10.jpg",0.7,"left","right",0.46189,1,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"right","right",0.74509,1,"perc100","90","fam"
"m2","m2_40.jpg",0.7,"right","left",0.82829,1,"perc0","40","fam"
"m1","m1_10.jpg",0.7,"left","right",0.46187,1,"perc0","10","fam"
"f2","f2_40.jpg",0.7,"right","left",0.54572,1,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.54499,1,"perc100","90","fam"
"m2","m2_50.jpg",0.7,"right","left",1.0118,1,"perc0","50","fam"
"f2","f2_90.jpg",0.5,"left","left",0.56169,1,"perc100","90","fam"
"m1","m1_50.jpg",0.5,"left","left",1.6117,1,"perc100","50","fam"
"m2","m2_70.jpg",0.5,"left","left",0.69493,1,"perc100","70","fam"
"f2","f2_10.jpg",0.5,"right","left",0.52848,1,"perc0","10","fam"
"m2","m2_80.jpg",0.7,"left","left",0.66161,1,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","right",0.54489,1,"perc0","60","fam"
"f2","f2_30.jpg",0.5,"right","left",0.595,1,"perc0","30","fam"
"m2","m2_30.jpg",0.5,"left","right",0.56168,1,"perc0","30","fam"
"m1","m1_20.jpg",0.5,"left","right",0.5283,1,"perc0","20","fam"
"f2","f2_60.jpg",0.5,"left","right",1.2951,1,"perc0","60","fam"
"m1","m1_50.jpg",0.5,"right","left",1.0283,1,"perc0","50","fam"
"m2","m2_40.jpg",0.7,"left","right",0.77838,1,"perc0","40","fam"
"m1","m1_40.jpg",0.5,"left","right",0.6783,1,"perc0","40","fam"
"f2","f2_30.jpg",0.5,"left","right",0.67842,1,"perc0","30","fam"
"m2","m2_90.jpg",0.7,"right","right",0.47843,1,"perc100","90","fam"
"m1","m1_70.jpg",0.7,"right","right",0.91158,1,"perc100","70","fam"
"m2","m2_90.jpg",0.5,"left","left",0.54505,1,"perc100","90","fam"
"f2","f2_70.jpg",0.5,"right","right",1.0284,1,"perc100","70","fam"
"m2","m2_60.jpg",0.5,"right","right",0.62843,1,"perc100","60","fam"
"f2","f2_20.jpg",0.5,"right","left",0.94504,1,"perc0","20","fam"
"m1","m1_80.jpg",0.7,"right","right",0.47834,1,"perc100","80","fam"
"m2","m2_20.jpg",0.5,"left","right",0.56162,1,"perc0","20","fam"
"m1","m1_30.jpg",0.7,"right","left",0.66156,1,"perc0","30","fam"
"f2","f2_70.jpg",0.7,"left","left",1.0284,1,"perc100","70","fam"
"m1","m1_60.jpg",0.5,"right","right",0.9283,1,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"left","right",1.6118,1,"perc0","60","fam"
"f2","f2_80.jpg",0.5,"right","right",0.46172,1,"perc100","80","fam"
"m1","m1_10.jpg",0.5,"right","left",0.59494,1,"perc0","10","fam"
"f2","f2_50.jpg",0.5,"right","left",0.84506,1,"perc0","50","fam"
"m2","m2_50.jpg",0.7,"left","right",0.96169,1,"perc0","50","fam"
"f2","f2_80.jpg",0.5,"left","left",0.56175,1,"perc100","80","fam"
"m1","m1_20.jpg",0.5,"right","left",0.62817,1,"perc0","20","fam"
"m2","m2_20.jpg",0.7,"right","left",1.1449,1,"perc0","20","fam"
"f2","f2_50.jpg",0.5,"left","left",0.99503,1,"perc100","50","fam"
"m2","m2_10.jpg",0.7,"right","left",0.59504,1,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"left","right",0.51214,1,"perc0","30","fam"
"m2","m2_30.jpg",0.5,"right","left",0.81167,1,"perc0","30","fam"
"m1","m1_70.jpg",0.7,"left","left",0.91162,1,"perc100","70","fam"
"f2","f2_60.jpg",0.5,"right","right",1.9951,1,"perc100","60","fam"
"m1","m1_40.jpg",0.5,"right","left",1.1453,1,"perc0","40","fam"
"m2","m2_80.jpg",0.7,"right","right",0.49497,1,"perc100","80","fam"
"f2","f2_10.jpg",0.7,"left","right",0.49509,1,"perc0","10","fam"
"m2","m2_70.jpg",0.7,"right","right",0.64522,1,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"left","right",0.51172,1,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.52826,1,"perc100","90","fam"
"f2","f2_40.jpg",0.7,"left","right",0.77839,1,"perc0","40","fam"
"m1","m1_80.jpg",0.7,"left","left",0.51155,1,"perc100","80","fam"
"m2","m2_10.jpg",0.5,"left","right",0.72881,1,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"right","right",0.51167,1,"perc100","90","fam"
"m1","m1_10.jpg",0.7,"left","right",0.66163,1,"perc0","10","fam"
"m2","m2_40.jpg",0.5,"right","right",0.84504,1,"perc100","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.54501,1,"perc100","90","fam"
"f2","f2_40.jpg",0.7,"right","left",0.87843,1,"perc0","40","fam"
"m2","m2_50.jpg",0.7,"right","left",0.99505,1,"perc0","50","fam"
"f2","f2_90.jpg",0.5,"left","left",0.57842,1,"perc100","90","fam"
"m2","m2_70.jpg",0.5,"left","left",0.79496,1,"perc100","70","fam"
"m1","m1_50.jpg",0.5,"left","right",0.7617,1,"perc0","50","fam"
"m2","m2_80.jpg",0.7,"left","left",0.66168,1,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","left",1.0284,1,"perc100","60","fam"
"f2","f2_10.jpg",0.7,"right","left",0.62846,1,"perc0","10","fam"
"m2","m2_30.jpg",0.5,"left","right",0.69502,1,"perc0","30","fam"
"f2","f2_30.jpg",0.7,"right","left",0.72844,1,"perc0","30","fam"
"m1","m1_20.jpg",0.5,"left","right",0.47825,1,"perc0","20","fam"
"m1","m1_50.jpg",0.7,"right","left",0.8508,1,"perc0","50","fam"
"f2","f2_10.jpg",0.7,"right","left",0.49501,1,"perc0","10","fam"
"m2","m2_90.jpg",0.7,"right","right",0.51163,1,"perc100","90","fam"
"f2","f2_50.jpg",0.5,"right","left",1.0288,1,"perc0","50","fam"
"m1","m1_60.jpg",0.5,"left","left",1.5283,1,"perc100","60","fam"
"m2","m2_10.jpg",0.5,"right","left",0.74683,1,"perc0","10","fam"
"f2","f2_10.jpg",0.7,"left","right",0.51174,1,"perc0","10","fam"
"m2","m2_20.jpg",0.7,"right","left",0.52882,1,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.59499,1,"perc100","90","fam"
"f2","f2_40.jpg",0.5,"right","left",0.77842,1,"perc0","40","fam"
"m2","m2_30.jpg",0.5,"right","left",0.59515,1,"perc0","30","fam"
"m1","m1_50.jpg",0.5,"left","right",1.0477,1,"perc0","50","fam"
"m2","m2_80.jpg",0.7,"right","right",0.4467,1,"perc100","80","fam"
"f2","f2_20.jpg",0.5,"right","left",0.72841,1,"perc0","20","fam"
"m1","m1_20.jpg",0.5,"left","right",0.84503,1,"perc0","20","fam"
"m2","m2_20.jpg",0.5,"left","right",0.61175,1,"perc0","20","fam"
"f2","f2_40.jpg",0.7,"left","right",0.61257,1,"perc0","40","fam"
"m1","m1_20.jpg",0.7,"right","left",0.56172,1,"perc0","20","fam"
"m2","m2_60.jpg",0.5,"right","right",0.5117,1,"perc100","60","fam"
"m1","m1_80.jpg",0.7,"right","right",0.5616,1,"perc100","80","fam"
"f2","f2_90.jpg",0.5,"right","right",0.52859,1,"perc100","90","fam"
"m1","m1_10.jpg",0.7,"right","left",0.64503,1,"perc0","10","fam"
"m2","m2_30.jpg",0.7,"left","left",0.96225,1,"perc100","30","fam"
"f2","f2_60.jpg",0.7,"left","left",0.86181,1,"perc100","60","fam"
"m1","m1_40.jpg",0.5,"left","right",0.56229,1,"perc0","40","fam"
"m2","m2_80.jpg",0.7,"left","left",0.61175,1,"perc100","80","fam"
"f2","f2_30.jpg",0.5,"right","left",0.89509,1,"perc0","30","fam"
"m1","m1_40.jpg",0.5,"right","left",0.59502,1,"perc0","40","fam"
"m2","m2_40.jpg",0.5,"left","right",0.62858,1,"perc0","40","fam"
"f2","f2_70.jpg",0.7,"right","right",0.51179,1,"perc100","70","fam"
"m2","m2_70.jpg",0.5,"right","right",0.5451,1,"perc100","70","fam"
"m1","m1_10.jpg",0.5,"left","right",0.56465,1,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"left","left",0.56178,1,"perc100","90","fam"
"m1","m1_70.jpg",0.5,"left","left",0.72843,1,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"left","right",0.52828,1,"perc0","20","fam"
"m2","m2_50.jpg",0.7,"right","left",1.4117,1,"perc0","50","fam"
"f2","f2_70.jpg",0.5,"left","left",0.56176,1,"perc100","70","fam"
"m2","m2_90.jpg",0.5,"left","left",0.57883,1,"perc100","90","fam"
"m1","m1_30.jpg",0.5,"left","right",0.67811,1,"perc0","30","fam"
"f2","f2_30.jpg",0.5,"left","right",0.6451,1,"perc0","30","fam"
"m2","m2_10.jpg",0.5,"left","right",0.49497,1,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"right","left",0.61168,1,"perc0","30","fam"
"f2","f2_80.jpg",0.5,"left","left",0.54505,1,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"right","left",0.96157,1,"perc0","60","fam"
"m2","m2_40.jpg",0.5,"right","left",0.6117,1,"perc0","40","fam"
"f2","f2_50.jpg",0.5,"left","left",0.87846,1,"perc100","50","fam"
"m2","m2_50.jpg",0.5,"left","right",0.69506,1,"perc0","50","fam"
"m1","m1_90.jpg",0.7,"right","right",0.56176,1,"perc100","90","fam"
"f2","f2_60.jpg",0.7,"right","left",1.2118,1,"perc0","60","fam"
"m1","m1_80.jpg",0.7,"left","left",0.56209,1,"perc100","80","fam"
"m2","m2_70.jpg",0.5,"left","left",0.64503,1,"perc100","70","fam"
"m1","m1_70.jpg",0.5,"right","right",1.0116,1,"perc100","70","fam"
"f2","f2_80.jpg",0.7,"right","right",0.72844,1,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"left","left",0.62834,1,"perc100","60","fam"
"m1","m1_50.jpg",0.7,"right","left",0.81162,1,"perc0","50","fam"
"f2","f2_10.jpg",0.5,"right","left",0.6281,1,"perc0","10","fam"
"m2","m2_90.jpg",0.7,"right","right",0.59509,1,"perc100","90","fam"
"m1","m1_60.jpg",0.5,"left","right",0.8615,1,"perc0","60","fam"
"m2","m2_10.jpg",0.5,"right","left",0.7116,1,"perc0","10","fam"
"f2","f2_50.jpg",0.7,"right","left",0.79522,1,"perc0","50","fam"
"m2","m2_20.jpg",0.5,"right","left",1.195,1,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.91167,1,"perc100","90","fam"
"f2","f2_10.jpg",0.7,"left","right",0.7617,1,"perc0","10","fam"
"m1","m1_50.jpg",0.7,"left","right",1.8784,1,"perc0","50","fam"
"f2","f2_40.jpg",0.7,"right","left",0.76179,1,"perc0","40","fam"
"m2","m2_30.jpg",0.7,"right","left",0.61169,1,"perc0","30","fam"
"f2","f2_20.jpg",0.7,"right","left",0.59533,1,"perc0","20","fam"
"m2","m2_80.jpg",0.7,"right","right",0.49549,1,"perc100","80","fam"
"m1","m1_20.jpg",0.5,"left","right",0.76161,1,"perc0","20","fam"
"m2","m2_20.jpg",0.7,"left","right",0.51172,1,"perc0","20","fam"
"m1","m1_20.jpg",0.7,"right","left",0.67826,1,"perc0","20","fam"
"f2","f2_40.jpg",0.5,"left","right",0.74503,1,"perc0","40","fam"
"m1","m1_80.jpg",0.5,"right","right",0.52834,1,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"right","right",0.6783,1,"perc100","60","fam"
"f2","f2_90.jpg",0.5,"right","right",0.49494,1,"perc100","90","fam"
"m2","m2_30.jpg",0.7,"left","right",0.51156,1,"perc0","30","fam"
"f2","f2_60.jpg",0.7,"left","left",0.77838,1,"perc100","60","fam"
"m1","m1_10.jpg",0.5,"right","left",0.56173,1,"perc0","10","fam"
"m2","m2_80.jpg",0.5,"left","left",0.66163,1,"perc100","80","fam"
"m1","m1_40.jpg",0.7,"left","right",0.56163,1,"perc0","40","fam"
"f2","f2_30.jpg",0.5,"right","left",0.61173,1,"perc0","30","fam"
"m2","m2_40.jpg",0.7,"left","right",0.61171,1,"perc0","40","fam"
"m1","m1_40.jpg",0.7,"right","left",0.62825,1,"perc0","40","fam"
"f2","f2_70.jpg",0.7,"right","right",0.5117,1,"perc100","70","fam"
"m1","m1_10.jpg",0.5,"left","right",0.62829,1,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"left","left",0.51163,1,"perc100","90","fam"
"m2","m2_70.jpg",0.5,"right","right",0.54507,1,"perc100","70","fam"
"m1","m1_70.jpg",0.7,"left","left",0.66229,1,"perc100","70","fam"
"m2","m2_50.jpg",0.7,"right","left",0.99503,1,"perc0","50","fam"
"f2","f2_20.jpg",0.7,"left","right",0.57849,1,"perc0","20","fam"
"m2","m2_90.jpg",0.5,"left","left",0.52818,1,"perc100","90","fam"
"m1","m1_30.jpg",0.7,"left","right",0.59497,1,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"left","left",0.59501,1,"perc100","70","fam"
"m1","m1_30.jpg",0.5,"right","left",0.72829,1,"perc0","30","fam"
"m2","m2_10.jpg",0.7,"left","right",0.56159,1,"perc0","10","fam"
"f2","f2_30.jpg",0.5,"left","right",0.51164,1,"perc0","30","fam"
"m1","m1_60.jpg",0.7,"right","right",0.57807,1,"perc100","60","fam"
"f2","f2_80.jpg",0.7,"left","left",0.47832,1,"perc100","80","fam"
"m2","m2_40.jpg",0.7,"right","left",0.67842,1,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.61159,1,"perc100","90","fam"
"f2","f2_50.jpg",0.5,"left","right",0.86173,1,"perc0","50","fam"
"m2","m2_50.jpg",0.7,"left","right",0.47828,1,"perc0","50","fam"
"m1","m1_80.jpg",0.7,"left","left",0.51153,1,"perc100","80","fam"
"m2","m2_70.jpg",0.7,"left","left",0.54501,1,"perc100","70","fam"
"f2","f2_60.jpg",0.5,"right","right",0.56174,1,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"left","left",0.79493,1,"perc100","60","fam"
"f2","f2_80.jpg",0.5,"right","right",0.52859,1,"perc100","80","fam"
"m1","m1_70.jpg",0.7,"right","right",0.51165,1,"perc100","70","fam"
"f2","f2_20.jpg",0.7,"right","left",0.60095,1,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"right","right",0.5108,1,"perc100","90","fam"
"m2","m2_30.jpg",0.7,"right","left",0.56315,1,"perc0","30","fam"
"m1","m1_80.jpg",0.7,"right","right",0.47813,1,"perc100","80","fam"
"m2","m2_10.jpg",0.7,"right","left",0.57883,1,"perc0","10","fam"
"f2","f2_60.jpg",0.5,"right","left",0.89511,1,"perc0","60","fam"
"m2","m2_40.jpg",0.5,"left","right",0.54501,1,"perc0","40","fam"
"f2","f2_60.jpg",0.5,"left","right",0.8616,1,"perc0","60","fam"
"m1","m1_40.jpg",0.5,"right","left",0.6285,1,"perc0","40","fam"
"m2","m2_60.jpg",0.7,"left","right",0.64491,1,"perc0","60","fam"
"f2","f2_50.jpg",0.7,"left","right",1.347,1,"perc0","50","fam"
"m1","m1_20.jpg",0.7,"right","left",0.57831,1,"perc0","20","fam"
"m2","m2_30.jpg",0.5,"left","right",0.51217,1,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"left","left",0.5148,1,"perc100","70","fam"
"m1","m1_70.jpg",0.7,"left","left",0.52833,1,"perc100","70","fam"
"m2","m2_50.jpg",0.5,"left","right",0.6121,1,"perc0","50","fam"
"f2","f2_10.jpg",0.7,"left","right",0.52847,1,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"right","left",0.84536,1,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"right","right",0.48131,1,"perc100","70","fam"
"m2","m2_20.jpg",0.7,"right","left",0.61182,1,"perc0","20","fam"
"m1","m1_60.jpg",0.7,"right","right",1.1448,1,"perc100","60","fam"
"f2","f2_40.jpg",0.7,"left","right",0.72828,1,"perc0","40","fam"
"m1","m1_10.jpg",0.7,"left","right",0.72816,1,"perc0","10","fam"
"m2","m2_50.jpg",0.7,"right","left",0.97846,1,"perc0","50","fam"
"f2","f2_30.jpg",0.7,"left","right",0.678,1,"perc0","30","fam"
"m1","m1_60.jpg",0.7,"left","left",1.2121,1,"perc100","60","fam"
"m2","m2_80.jpg",0.7,"right","right",0.49476,1,"perc100","80","fam"
"f2","f2_10.jpg",0.5,"right","left",0.72936,1,"perc0","10","fam"
"m2","m2_40.jpg",0.5,"right","right",0.54503,1,"perc100","40","fam"
"m1","m1_20.jpg",0.7,"left","right",0.59488,1,"perc0","20","fam"
"m2","m2_70.jpg",0.7,"left","left",0.61306,1,"perc100","70","fam"
"m1","m1_40.jpg",0.5,"left","right",0.66151,1,"perc0","40","fam"
"f2","f2_80.jpg",0.7,"right","right",0.66167,1,"perc100","80","fam"
"m1","m1_50.jpg",0.7,"right","left",0.74522,1,"perc0","50","fam"
"f2","f2_80.jpg",0.7,"left","left",0.62841,1,"perc100","80","fam"
"m2","m2_10.jpg",0.5,"left","right",0.56227,1,"perc0","10","fam"
"m1","m1_50.jpg",0.7,"left","right",0.82812,1,"perc0","50","fam"
"m2","m2_90.jpg",0.7,"left","left",0.69536,1,"perc100","90","fam"
"f2","f2_90.jpg",0.7,"right","right",0.56163,1,"perc100","90","fam"
"m1","m1_30.jpg",0.7,"left","right",0.61134,1,"perc0","30","fam"
"f2","f2_50.jpg",0.5,"right","left",0.89532,1,"perc0","50","fam"
"m2","m2_20.jpg",0.7,"left","right",0.61157,1,"perc0","20","fam"
"f2","f2_90.jpg",0.5,"left","left",0.59481,1,"perc100","90","fam"
"m1","m1_90.jpg",0.5,"left","left",0.49762,1,"perc100","90","fam"
"m2","m2_70.jpg",0.7,"right","right",0.66205,1,"perc100","70","fam"
"m1","m1_80.jpg",0.7,"left","left",0.69495,1,"perc100","80","fam"
"m2","m2_90.jpg",0.7,"right","right",0.54502,1,"perc100","90","fam"
"f2","f2_30.jpg",0.5,"right","left",0.76163,1,"perc0","30","fam"
"m1","m1_70.jpg",0.7,"right","right",0.54499,1,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"left","right",0.6283,1,"perc0","20","fam"
"m2","m2_80.jpg",0.7,"left","left",0.72839,1,"perc100","80","fam"
"f2","f2_40.jpg",0.7,"right","left",0.84505,1,"perc0","40","fam"
"m1","m1_10.jpg",0.7,"right","left",0.6453,1,"perc0","10","fam"
"m2","m2_60.jpg",0.5,"right","right",0.84528,1,"perc100","60","fam"
"m1","m1_90.jpg",0.5,"right","right",0.59467,1,"perc100","90","fam"
"f2","f2_20.jpg",0.5,"right","left",0.57843,1,"perc0","20","fam"
"m2","m2_30.jpg",0.7,"right","left",0.62831,1,"perc0","30","fam"
"m1","m1_80.jpg",0.7,"right","right",0.57872,1,"perc100","80","fam"
"f2","f2_60.jpg",0.7,"right","right",0.69514,1,"perc100","60","fam"
"m2","m2_10.jpg",0.7,"right","left",0.54501,1,"perc0","10","fam"
"m1","m1_40.jpg",0.7,"right","left",0.61159,1,"perc0","40","fam"
"m2","m2_40.jpg",0.5,"left","right",0.89703,1,"perc0","40","fam"
"f2","f2_60.jpg",0.7,"left","left",0.57836,1,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"left","left",0.81174,1,"perc100","60","fam"
"m1","m1_20.jpg",0.5,"right","left",0.61176,1,"perc0","20","fam"
"f2","f2_50.jpg",0.7,"left","right",1.3283,1,"perc0","50","fam"
"m2","m2_30.jpg",0.7,"left","right",0.52801,1,"perc0","30","fam"
"m1","m1_70.jpg",0.7,"left","right",0.88065,1,"perc0","70","fam"
"f2","f2_70.jpg",0.5,"left","left",0.56175,1,"perc100","70","fam"
"m2","m2_50.jpg",0.7,"left","right",0.76173,1,"perc0","50","fam"
"m1","m1_30.jpg",0.7,"right","left",0.57829,1,"perc0","30","fam"
"f2","f2_10.jpg",0.5,"left","right",0.72845,1,"perc0","10","fam"
"m1","m1_60.jpg",0.5,"right","right",1.0616,1,"perc100","60","fam"
"f2","f2_70.jpg",0.5,"right","right",0.645,1,"perc100","70","fam"
"m2","m2_20.jpg",0.7,"right","left",0.64507,1,"perc0","20","fam"
"m1","m1_10.jpg",0.5,"left","right",0.61155,1,"perc0","10","fam"
"m2","m2_50.jpg",0.7,"right","left",0.97844,1,"perc0","50","fam"
"f2","f2_40.jpg",0.7,"left","right",0.62821,1,"perc0","40","fam"
"m2","m2_80.jpg",0.5,"right","right",0.56143,1,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","left",0.99496,1,"perc100","60","fam"
"f2","f2_30.jpg",0.7,"left","right",0.91167,1,"perc0","30","fam"
"m2","m2_40.jpg",0.7,"right","left",0.7952,1,"perc0","40","fam"
"f2","f2_10.jpg",0.7,"right","left",0.57851,1,"perc0","10","fam"
"m1","m1_20.jpg",0.7,"left","right",0.7948,1,"perc0","20","fam"
"m2","m2_70.jpg",0.5,"left","left",0.64496,1,"perc100","70","fam"
"m1","m1_40.jpg",0.5,"left","right",0.54478,1,"perc0","40","fam"
"f2","f2_80.jpg",0.7,"right","right",0.49495,1,"perc100","80","fam"
"m1","m1_50.jpg",0.7,"right","left",0.88023,1,"perc0","50","fam"
"m2","m2_10.jpg",0.7,"left","right",0.59506,1,"perc0","10","fam"
"f2","f2_80.jpg",0.5,"left","left",0.61116,1,"perc100","80","fam"
"m1","m1_50.jpg",0.7,"left","right",0.7782,1,"perc0","50","fam"
"m2","m2_90.jpg",0.5,"left","left",0.59446,1,"perc100","90","fam"
"f2","f2_90.jpg",0.5,"right","right",0.54497,1,"perc100","90","fam"
"m1","m1_30.jpg",0.5,"left","right",0.61147,1,"perc0","30","fam"
"f2","f2_50.jpg",0.7,"right","left",0.96157,1,"perc0","50","fam"
"m2","m2_20.jpg",0.5,"left","right",0.44484,1,"perc0","20","fam"
"f2","f2_90.jpg",0.5,"left","left",0.57799,1,"perc100","90","fam"
"m1","m1_90.jpg",0.5,"left","left",0.56211,1,"perc100","90","fam"
"m2","m2_70.jpg",0.5,"right","right",0.49492,1,"perc100","70","fam"
"m1","m1_80.jpg",0.7,"left","left",0.59496,1,"perc100","80","fam"
"m2","m2_90.jpg",0.7,"right","right",0.47953,1,"perc100","90","fam"
"f2","f2_30.jpg",0.5,"right","left",0.71181,1,"perc0","30","fam"
"m1","m1_70.jpg",0.5,"right","right",0.54493,1,"perc100","70","fam"
"f2","f2_20.jpg",0.7,"left","right",0.51161,1,"perc0","20","fam"
"m2","m2_80.jpg",0.7,"left","left",0.59503,1,"perc100","80","fam"
"f2","f2_40.jpg",0.7,"right","left",1.0331,1,"perc0","40","fam"
"m2","m2_60.jpg",0.7,"right","right",0.76214,1,"perc100","60","fam"
"m1","m1_10.jpg",0.5,"right","left",0.51278,1,"perc0","10","fam"
"f2","f2_80.jpg",0.7,"left","left",0.65898,1,"perc100","80","unfam"
"m2","m2_70.jpg",0.5,"right","right",0.84266,1,"perc100","70","unfam"
"m1","m1_30.jpg",0.5,"left","right",0.52915,1,"perc0","30","unfam"
"f2","f2_90.jpg",0.5,"right","right",0.66047,1,"perc100","90","unfam"
"m1","m1_30.jpg",0.7,"right","left",0.99393,1,"perc0","30","unfam"
"m2","m2_10.jpg",0.7,"right","left",0.52764,1,"perc0","10","unfam"
"f2","f2_70.jpg",0.5,"left","left",1.028,1,"perc100","70","unfam"
"m2","m2_20.jpg",0.7,"right","left",0.82723,1,"perc0","20","unfam"
"m1","m1_10.jpg",0.7,"right","left",0.56057,1,"perc0","10","unfam"
"f2","f2_50.jpg",0.5,"left","left",1.094,1,"perc100","50","unfam"
"m2","m2_10.jpg",0.7,"left","right",0.77735,1,"perc0","10","unfam"
"m1","m1_40.jpg",0.5,"right","right",0.88017,1,"perc100","40","unfam"
"f2","f2_20.jpg",0.7,"right","left",0.59447,1,"perc0","20","unfam"
"m1","m1_60.jpg",0.5,"right","right",0.66078,1,"perc100","60","unfam"
"m2","m2_30.jpg",0.5,"right","left",0.91095,1,"perc0","30","unfam"
"f2","f2_10.jpg",0.5,"right","left",0.5467,1,"perc0","10","unfam"
"m2","m2_40.jpg",0.5,"right","left",0.99396,1,"perc0","40","unfam"
"m1","m1_50.jpg",0.7,"left","left",0.57725,1,"perc100","50","unfam"
"f2","f2_80.jpg",0.5,"right","right",0.47999,1,"perc100","80","unfam"
"m2","m2_80.jpg",0.7,"right","right",0.46061,1,"perc100","80","unfam"
"m1","m1_10.jpg",0.5,"left","right",0.51046,1,"perc0","10","unfam"
"f2","f2_40.jpg",0.5,"right","right",1.4773,1,"perc100","40","unfam"
"m1","m1_90.jpg",0.5,"left","left",0.67713,1,"perc100","90","unfam"
"m2","m2_80.jpg",0.7,"left","left",0.66331,1,"perc100","80","unfam"
