"cond","faceid","firstfix","famfaceloc","resp","rt","id","ans","morph","block"
"f2","f2_10.jpg",0.7,"left","right",0.64566,8,"perc0","10","unfam"
"m1","m1_70.jpg",0.7,"right","left",0.76002,8,"perc0","70","unfam"
"f2","f2_40.jpg",0.7,"left","left",0.61174,8,"perc100","40","unfam"
"m1","m1_10.jpg",0.7,"left","right",0.56051,8,"perc0","10","unfam"
"m2","m2_60.jpg",0.5,"right","left",0.82735,8,"perc0","60","unfam"
"f2","f2_60.jpg",0.5,"right","right",0.64524,8,"perc100","60","unfam"
"m2","m2_20.jpg",0.7,"left","right",0.54433,8,"perc0","20","unfam"
"m1","m1_90.jpg",0.7,"right","right",0.72691,8,"perc100","90","unfam"
"f2","f2_90.jpg",0.5,"left","left",0.57723,8,"perc100","90","unfam"
"m2","m2_90.jpg",0.5,"left","left",0.62998,8,"perc100","90","unfam"
"m1","m1_20.jpg",0.7,"right","left",0.59423,8,"perc0","20","unfam"
"m2","m2_50.jpg",0.5,"left","right",0.5773,8,"perc0","50","unfam"
"f2","f2_70.jpg",0.7,"right","right",0.69198,8,"perc100","70","unfam"
"m1","m1_60.jpg",0.5,"right","right",0.57744,8,"perc100","60","unfam"
"m2","m2_50.jpg",0.5,"right","left",0.47767,8,"perc0","50","unfam"
"m1","m1_30.jpg",0.7,"left","right",0.62708,8,"perc0","30","unfam"
"f2","f2_10.jpg",0.7,"right","left",0.51107,8,"perc0","10","unfam"
"m2","m2_30.jpg",0.7,"right","left",0.62709,8,"perc0","30","unfam"
"f2","f2_90.jpg",0.5,"right","right",0.49387,8,"perc100","90","unfam"
"m1","m1_50.jpg",0.7,"right","right",0.57703,8,"perc100","50","unfam"
"m2","m2_80.jpg",0.5,"left","left",0.57727,8,"perc100","80","unfam"
"m1","m1_80.jpg",0.7,"right","right",0.54722,8,"perc100","80","unfam"
"f2","f2_70.jpg",0.7,"left","left",0.59398,8,"perc100","70","unfam"
"m1","m1_20.jpg",0.7,"left","right",0.59377,8,"perc0","20","unfam"
"f2","f2_20.jpg",0.5,"right","left",0.59395,8,"perc0","20","unfam"
"m2","m2_40.jpg",0.7,"left","right",0.51105,8,"perc0","40","unfam"
"m1","m1_70.jpg",0.7,"left","left",0.51039,8,"perc100","70","unfam"
"m2","m2_60.jpg",0.7,"left","left",0.54388,8,"perc100","60","unfam"
"f2","f2_30.jpg",0.5,"left","right",0.74393,8,"perc0","30","unfam"
"m2","m2_80.jpg",0.5,"right","right",0.61051,8,"perc100","80","unfam"
"f2","f2_80.jpg",0.7,"left","left",0.62702,8,"perc100","80","unfam"
"m1","m1_80.jpg",0.5,"left","left",0.52722,8,"perc100","80","unfam"
"m2","m2_10.jpg",0.5,"right","left",0.54401,8,"perc0","10","unfam"
"m1","m1_60.jpg",0.7,"left","left",0.48013,8,"perc100","60","unfam"
"f2","f2_40.jpg",0.7,"right","left",0.4773,8,"perc0","40","unfam"
"m2","m2_90.jpg",0.7,"right","right",0.54422,8,"perc100","90","unfam"
"f2","f2_80.jpg",0.7,"right","right",0.4771,8,"perc100","80","unfam"
"m1","m1_40.jpg",0.5,"right","left",0.49362,8,"perc0","40","unfam"
"f2","f2_50.jpg",0.5,"left","left",0.64385,8,"perc100","50","unfam"
"m1","m1_40.jpg",0.7,"left","right",0.66033,8,"perc0","40","unfam"
"m2","m2_70.jpg",0.5,"right","left",0.81097,8,"perc0","70","unfam"
"f2","f2_20.jpg",0.7,"left","left",0.7938,8,"perc100","20","unfam"
"m2","m2_20.jpg",0.5,"right","left",0.64397,8,"perc0","20","unfam"
"m1","m1_90.jpg",0.7,"left","left",0.62721,8,"perc100","90","unfam"
"m2","m2_70.jpg",0.5,"left","right",0.91261,8,"perc0","70","unfam"
"f2","f2_30.jpg",0.5,"right","left",0.76058,8,"perc0","30","unfam"
"m1","m1_50.jpg",0.7,"left","left",0.59388,8,"perc100","50","unfam"
"f2","f2_60.jpg",0.5,"left","left",1.2151,9,"perc100","60","fam"
"m1","m1_50.jpg",0.7,"right","right",1.0878,9,"perc100","50","fam"
"m2","m2_40.jpg",0.7,"left","right",0.91124,9,"perc0","40","fam"
"f2","f2_30.jpg",0.7,"left","right",0.99484,9,"perc0","30","fam"
"m2","m2_90.jpg",0.5,"right","right",0.84486,9,"perc100","90","fam"
"m1","m1_40.jpg",0.5,"left","right",0.89473,9,"perc0","40","fam"
"f2","f2_70.jpg",0.5,"right","right",0.81143,9,"perc100","70","fam"
"m1","m1_70.jpg",0.7,"right","right",1.1114,9,"perc100","70","fam"
"m2","m2_90.jpg",0.5,"left","left",0.94482,9,"perc100","90","fam"
"f2","f2_20.jpg",0.5,"right","left",1.1615,9,"perc0","20","fam"
"m1","m1_80.jpg",0.5,"right","right",0.74467,9,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"right","right",0.99478,9,"perc100","60","fam"
"m1","m1_30.jpg",0.7,"right","left",0.66144,9,"perc0","30","fam"
"m2","m2_20.jpg",0.7,"left","right",0.76141,9,"perc0","20","fam"
"f2","f2_70.jpg",0.5,"left","right",0.76151,9,"perc0","70","fam"
"m1","m1_60.jpg",0.7,"right","right",0.96144,9,"perc100","60","fam"
"f2","f2_80.jpg",0.5,"right","left",1.0949,9,"perc0","80","fam"
"m2","m2_60.jpg",0.7,"left","left",1.0282,9,"perc100","60","fam"
"m1","m1_10.jpg",0.5,"right","left",0.64474,9,"perc0","10","fam"
"f2","f2_50.jpg",0.7,"right","left",0.79484,9,"perc0","50","fam"
"m2","m2_50.jpg",0.5,"left","left",0.7121,9,"perc100","50","fam"
"f2","f2_80.jpg",0.5,"left","left",1.0617,9,"perc100","80","fam"
"m2","m2_20.jpg",0.7,"right","left",0.81158,9,"perc0","20","fam"
"m1","m1_20.jpg",0.7,"right","left",1.028,9,"perc0","20","fam"
"m2","m2_10.jpg",0.5,"right","left",0.56151,9,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"left","right",0.74475,9,"perc0","30","fam"
"f2","f2_50.jpg",0.7,"left","right",0.9949,9,"perc0","50","fam"
"m2","m2_30.jpg",0.5,"right","left",0.57815,9,"perc0","30","fam"
"f2","f2_60.jpg",0.5,"right","left",0.89483,9,"perc0","60","fam"
"m1","m1_70.jpg",0.5,"left","left",0.72818,9,"perc100","70","fam"
"m2","m2_80.jpg",0.5,"right","right",0.6949,9,"perc100","80","fam"
"m1","m1_40.jpg",0.7,"right","left",0.69484,9,"perc0","40","fam"
"f2","f2_10.jpg",0.7,"left","right",0.74566,9,"perc0","10","fam"
"m1","m1_90.jpg",0.7,"left","left",0.72813,9,"perc100","90","fam"
"f2","f2_20.jpg",0.7,"left","right",0.86147,9,"perc0","20","fam"
"m2","m2_70.jpg",0.7,"right","right",0.8115,9,"perc100","70","fam"
"f2","f2_40.jpg",0.5,"left","right",0.84497,9,"perc0","40","fam"
"m1","m1_80.jpg",0.7,"left","left",0.6948,9,"perc100","80","fam"
"m2","m2_10.jpg",0.7,"left","right",0.79488,9,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"right","right",0.7115,9,"perc100","90","fam"
"m2","m2_40.jpg",0.7,"right","right",0.77822,9,"perc100","40","fam"
"m1","m1_10.jpg",0.7,"left","right",0.82808,9,"perc0","10","fam"
"f2","f2_40.jpg",0.7,"right","left",0.81155,9,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.81218,9,"perc100","90","fam"
"m2","m2_50.jpg",0.7,"right","left",1.1948,9,"perc0","50","fam"
"f2","f2_90.jpg",0.5,"left","left",0.64481,9,"perc100","90","fam"
"m1","m1_50.jpg",0.5,"left","left",0.99503,9,"perc100","50","fam"
"m2","m2_70.jpg",0.5,"left","left",0.94484,9,"perc100","70","fam"
"f2","f2_10.jpg",0.5,"right","left",0.7782,9,"perc0","10","fam"
"m2","m2_80.jpg",0.7,"left","left",0.72864,9,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","left",0.62817,9,"perc100","60","fam"
"f2","f2_30.jpg",0.5,"right","left",0.66155,9,"perc0","30","fam"
"m2","m2_30.jpg",0.5,"left","right",0.6282,9,"perc0","30","fam"
"m1","m1_20.jpg",0.5,"left","right",0.96148,9,"perc0","20","fam"
"f2","f2_60.jpg",0.5,"left","left",0.62818,9,"perc100","60","fam"
"m1","m1_50.jpg",0.5,"right","right",0.82816,9,"perc100","50","fam"
"m2","m2_40.jpg",0.7,"left","right",0.69481,9,"perc0","40","fam"
"m1","m1_40.jpg",0.5,"left","right",0.74465,9,"perc0","40","fam"
"f2","f2_30.jpg",0.5,"left","right",0.67825,9,"perc0","30","fam"
"m2","m2_90.jpg",0.7,"right","right",0.62818,9,"perc100","90","fam"
"m1","m1_70.jpg",0.7,"right","right",1.028,9,"perc100","70","fam"
"m2","m2_90.jpg",0.5,"left","left",0.84476,9,"perc100","90","fam"
"f2","f2_70.jpg",0.5,"right","right",0.77822,9,"perc100","70","fam"
"m2","m2_60.jpg",0.5,"right","right",0.9115,9,"perc100","60","fam"
"f2","f2_20.jpg",0.5,"right","right",0.84485,9,"perc100","20","fam"
"m1","m1_80.jpg",0.7,"right","right",0.8781,9,"perc100","80","fam"
"m2","m2_20.jpg",0.5,"left","right",1.1114,9,"perc0","20","fam"
"m1","m1_30.jpg",0.7,"right","left",1.2781,9,"perc0","30","fam"
"f2","f2_70.jpg",0.7,"left","left",0.8948,9,"perc100","70","fam"
"m1","m1_60.jpg",0.5,"right","right",0.84474,9,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"left","left",1.1782,9,"perc100","60","fam"
"f2","f2_80.jpg",0.5,"right","right",0.74478,9,"perc100","80","fam"
"m1","m1_10.jpg",0.5,"right","left",0.56128,9,"perc0","10","fam"
"f2","f2_50.jpg",0.5,"right","left",0.8116,9,"perc0","50","fam"
"m2","m2_50.jpg",0.7,"left","right",0.67805,9,"perc0","50","fam"
"f2","f2_80.jpg",0.5,"left","left",0.69482,9,"perc100","80","fam"
"m1","m1_20.jpg",0.5,"right","left",0.57798,9,"perc0","20","fam"
"m2","m2_20.jpg",0.7,"right","left",0.79479,9,"perc0","20","fam"
"f2","f2_50.jpg",0.5,"left","right",0.61149,9,"perc0","50","fam"
"m2","m2_10.jpg",0.7,"right","left",0.51151,9,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"left","left",0.51156,9,"perc100","30","fam"
"m2","m2_30.jpg",0.5,"right","left",0.6615,9,"perc0","30","fam"
"m1","m1_70.jpg",0.7,"left","left",0.86145,9,"perc100","70","fam"
"f2","f2_60.jpg",0.5,"right","right",0.96139,9,"perc100","60","fam"
"m1","m1_40.jpg",0.5,"right","left",0.7614,9,"perc0","40","fam"
"m2","m2_80.jpg",0.7,"right","right",0.7781,9,"perc100","80","fam"
"f2","f2_10.jpg",0.7,"left","right",0.7113,9,"perc0","10","fam"
"m2","m2_70.jpg",0.7,"right","right",0.69491,9,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"left","right",0.61185,9,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.6448,9,"perc100","90","fam"
"f2","f2_40.jpg",0.7,"left","right",0.72819,9,"perc0","40","fam"
"m1","m1_80.jpg",0.7,"left","left",0.67802,9,"perc100","80","fam"
"m2","m2_10.jpg",0.5,"left","right",0.94483,9,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"right","right",0.84482,9,"perc100","90","fam"
"m1","m1_10.jpg",0.7,"left","right",0.67795,9,"perc0","10","fam"
"m2","m2_40.jpg",0.5,"right","left",0.6782,9,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.66149,9,"perc100","90","fam"
"f2","f2_40.jpg",0.7,"right","left",0.6945,9,"perc0","40","fam"
"m2","m2_50.jpg",0.7,"right","right",1.3115,9,"perc100","50","fam"
"f2","f2_90.jpg",0.5,"left","right",0.76148,9,"perc0","90","fam"
"m2","m2_70.jpg",0.5,"left","right",0.59476,9,"perc0","70","fam"
"m1","m1_50.jpg",0.5,"left","right",0.9447,9,"perc0","50","fam"
"m2","m2_80.jpg",0.7,"left","left",0.79482,9,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","right",0.87827,9,"perc0","60","fam"
"f2","f2_10.jpg",0.7,"right","left",0.57823,9,"perc0","10","fam"
"m2","m2_30.jpg",0.5,"left","right",0.72822,9,"perc0","30","fam"
"f2","f2_30.jpg",0.7,"right","left",0.92821,9,"perc0","30","fam"
"m1","m1_20.jpg",0.5,"left","right",0.66152,9,"perc0","20","fam"
"m1","m1_50.jpg",0.7,"right","right",0.81703,9,"perc100","50","fam"
"f2","f2_10.jpg",0.7,"right","left",0.54411,9,"perc0","10","fam"
"m2","m2_90.jpg",0.7,"right","right",0.76133,9,"perc100","90","fam"
"f2","f2_50.jpg",0.5,"right","left",0.52837,9,"perc0","50","fam"
"m1","m1_60.jpg",0.5,"left","left",0.62831,9,"perc100","60","fam"
"m2","m2_10.jpg",0.5,"right","left",0.54533,9,"perc0","10","fam"
"f2","f2_10.jpg",0.7,"left","right",0.67821,9,"perc0","10","fam"
"m2","m2_20.jpg",0.7,"right","left",0.56386,9,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.49487,9,"perc100","90","fam"
"f2","f2_40.jpg",0.5,"right","left",0.86167,9,"perc0","40","fam"
"m2","m2_30.jpg",0.5,"right","left",0.54488,9,"perc0","30","fam"
"m1","m1_50.jpg",0.5,"left","left",0.68147,9,"perc100","50","fam"
"m2","m2_80.jpg",0.7,"right","right",0.72951,9,"perc100","80","fam"
"f2","f2_20.jpg",0.5,"right","left",1.1782,9,"perc0","20","fam"
"m1","m1_20.jpg",0.5,"left","right",0.76148,9,"perc0","20","fam"
"m2","m2_20.jpg",0.5,"left","right",0.84458,9,"perc0","20","fam"
"f2","f2_40.jpg",0.7,"left","right",0.77808,9,"perc0","40","fam"
"m1","m1_20.jpg",0.7,"right","left",0.49633,9,"perc0","20","fam"
"m2","m2_60.jpg",0.5,"right","right",0.70923,9,"perc100","60","fam"
"m1","m1_80.jpg",0.7,"right","right",0.67812,9,"perc100","80","fam"
"f2","f2_90.jpg",0.5,"right","right",0.84486,9,"perc100","90","fam"
"m1","m1_10.jpg",0.7,"right","left",0.84478,9,"perc0","10","fam"
"m2","m2_30.jpg",0.7,"left","right",0.89474,9,"perc0","30","fam"
"f2","f2_60.jpg",0.7,"left","right",0.94483,9,"perc0","60","fam"
"m1","m1_40.jpg",0.5,"left","right",0.79469,9,"perc0","40","fam"
"m2","m2_80.jpg",0.7,"left","left",0.74492,9,"perc100","80","fam"
"f2","f2_30.jpg",0.5,"right","left",0.86148,9,"perc0","30","fam"
"m1","m1_40.jpg",0.5,"right","right",1.0281,9,"perc100","40","fam"
"m2","m2_40.jpg",0.5,"left","right",0.86145,9,"perc0","40","fam"
"f2","f2_70.jpg",0.7,"right","right",0.8281,9,"perc100","70","fam"
"m2","m2_70.jpg",0.5,"right","right",0.64471,9,"perc100","70","fam"
"m1","m1_10.jpg",0.5,"left","right",0.59465,9,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"left","left",0.71157,9,"perc100","90","fam"
"m1","m1_70.jpg",0.5,"left","left",0.81171,9,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"left","right",0.66206,9,"perc0","20","fam"
"m2","m2_50.jpg",0.7,"right","right",0.79517,9,"perc100","50","fam"
"f2","f2_70.jpg",0.5,"left","left",0.58001,9,"perc100","70","fam"
"m2","m2_90.jpg",0.5,"left","left",0.87867,9,"perc100","90","fam"
"m1","m1_30.jpg",0.5,"left","right",0.66194,9,"perc0","30","fam"
"f2","f2_30.jpg",0.5,"left","right",0.71125,9,"perc0","30","fam"
"m2","m2_10.jpg",0.5,"left","right",1.1944,9,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"right","left",1.1447,9,"perc0","30","fam"
"f2","f2_80.jpg",0.5,"left","left",0.54495,9,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"right","right",0.62807,9,"perc100","60","fam"
"m2","m2_40.jpg",0.5,"right","left",1.2615,9,"perc0","40","fam"
"f2","f2_50.jpg",0.5,"left","left",0.97857,9,"perc100","50","fam"
"m2","m2_50.jpg",0.5,"left","right",0.76165,9,"perc0","50","fam"
"m1","m1_90.jpg",0.7,"right","right",1.0114,9,"perc100","90","fam"
"f2","f2_60.jpg",0.7,"right","right",0.67817,9,"perc100","60","fam"
"m1","m1_80.jpg",0.7,"left","left",0.7281,9,"perc100","80","fam"
"m2","m2_70.jpg",0.5,"left","left",1.1615,9,"perc100","70","fam"
"m1","m1_70.jpg",0.5,"right","right",0.79468,9,"perc100","70","fam"
"f2","f2_80.jpg",0.7,"right","right",0.67816,9,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"left","right",0.99481,9,"perc0","60","fam"
"m1","m1_50.jpg",0.7,"right","right",0.91145,9,"perc100","50","fam"
"f2","f2_10.jpg",0.5,"right","left",0.74495,9,"perc0","10","fam"
"m2","m2_90.jpg",0.7,"right","right",0.66159,9,"perc100","90","fam"
"m1","m1_60.jpg",0.5,"left","left",0.64463,9,"perc100","60","fam"
"m2","m2_10.jpg",0.5,"right","left",0.77812,9,"perc0","10","fam"
"f2","f2_50.jpg",0.7,"right","right",0.84482,9,"perc100","50","fam"
"m2","m2_20.jpg",0.5,"right","left",0.87823,9,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.67813,9,"perc100","90","fam"
"f2","f2_10.jpg",0.7,"left","right",1.0949,9,"perc0","10","fam"
"m1","m1_50.jpg",0.7,"left","right",0.89476,9,"perc0","50","fam"
"f2","f2_40.jpg",0.7,"right","left",0.67817,9,"perc0","40","fam"
"m2","m2_30.jpg",0.7,"right","left",0.59479,9,"perc0","30","fam"
"f2","f2_20.jpg",0.7,"right","left",0.62819,9,"perc0","20","fam"
"m2","m2_80.jpg",0.7,"right","right",0.96149,9,"perc100","80","fam"
"m1","m1_20.jpg",0.5,"left","right",0.67815,9,"perc0","20","fam"
"m2","m2_20.jpg",0.7,"left","right",0.72822,9,"perc0","20","fam"
"m1","m1_20.jpg",0.7,"right","left",0.79476,9,"perc0","20","fam"
"f2","f2_40.jpg",0.5,"left","right",1.0283,9,"perc0","40","fam"
"m1","m1_80.jpg",0.5,"right","right",0.61145,9,"perc100","80","fam"
"m2","m2_60.jpg",0.7,"right","right",0.76153,9,"perc100","60","fam"
"f2","f2_90.jpg",0.5,"right","right",0.74493,9,"perc100","90","fam"
"m2","m2_30.jpg",0.7,"left","right",0.72821,9,"perc0","30","fam"
"f2","f2_60.jpg",0.7,"left","right",0.62827,9,"perc0","60","fam"
"m1","m1_10.jpg",0.5,"right","left",1.0281,9,"perc0","10","fam"
"m2","m2_80.jpg",0.5,"left","left",0.72823,9,"perc100","80","fam"
"m1","m1_40.jpg",0.7,"left","right",0.76145,9,"perc0","40","fam"
"f2","f2_30.jpg",0.5,"right","left",0.82822,9,"perc0","30","fam"
"m2","m2_40.jpg",0.7,"left","right",0.84478,9,"perc0","40","fam"
"m1","m1_40.jpg",0.7,"right","left",0.89477,9,"perc0","40","fam"
"f2","f2_70.jpg",0.7,"right","right",0.76152,9,"perc100","70","fam"
"m1","m1_10.jpg",0.5,"left","right",0.79477,9,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"left","left",0.76166,9,"perc100","90","fam"
"m2","m2_70.jpg",0.5,"right","right",0.82808,9,"perc100","70","fam"
"m1","m1_70.jpg",0.7,"left","right",0.97809,9,"perc0","70","fam"
"m2","m2_50.jpg",0.7,"right","right",0.67818,9,"perc100","50","fam"
"f2","f2_20.jpg",0.7,"left","right",0.69492,9,"perc0","20","fam"
"m2","m2_90.jpg",0.5,"left","left",0.97821,9,"perc100","90","fam"
"m1","m1_30.jpg",0.7,"left","right",0.77833,9,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"left","left",0.67841,9,"perc100","70","fam"
"m1","m1_30.jpg",0.5,"right","left",1.128,9,"perc0","30","fam"
"m2","m2_10.jpg",0.7,"left","right",0.71155,9,"perc0","10","fam"
"f2","f2_30.jpg",0.5,"left","right",1.5115,9,"perc0","30","fam"
"m1","m1_60.jpg",0.7,"right","right",1.0614,9,"perc100","60","fam"
"f2","f2_80.jpg",0.7,"left","left",0.9952,9,"perc100","80","fam"
"m2","m2_40.jpg",0.7,"right","left",1.1615,9,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.89479,9,"perc100","90","fam"
"f2","f2_50.jpg",0.5,"left","right",0.94487,9,"perc0","50","fam"
"m2","m2_50.jpg",0.7,"left","right",0.9615,9,"perc0","50","fam"
"m1","m1_80.jpg",0.7,"left","left",1.1449,9,"perc100","80","fam"
"m2","m2_70.jpg",0.7,"left","left",0.76182,9,"perc100","70","fam"
"f2","f2_60.jpg",0.5,"right","left",1.3115,9,"perc0","60","fam"
"m2","m2_60.jpg",0.5,"left","left",0.92816,9,"perc100","60","fam"
"f2","f2_80.jpg",0.5,"right","left",1.2115,9,"perc0","80","fam"
"m1","m1_70.jpg",0.7,"right","right",0.72805,9,"perc100","70","fam"
"f2","f2_20.jpg",0.7,"right","left",1.0506,9,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"right","right",0.71052,9,"perc100","90","fam"
"m2","m2_30.jpg",0.7,"right","left",0.4448,9,"perc0","30","fam"
"m1","m1_80.jpg",0.7,"right","right",0.54463,9,"perc100","80","fam"
"m2","m2_10.jpg",0.7,"right","left",0.59503,9,"perc0","10","fam"
"f2","f2_60.jpg",0.5,"right","right",0.76139,9,"perc100","60","fam"
"m2","m2_40.jpg",0.5,"left","left",0.52771,9,"perc100","40","fam"
"f2","f2_60.jpg",0.5,"left","left",0.7449,9,"perc100","60","fam"
"m1","m1_40.jpg",0.5,"right","left",0.71143,9,"perc0","40","fam"
"m2","m2_60.jpg",0.7,"left","left",0.55083,9,"perc100","60","fam"
"f2","f2_50.jpg",0.7,"left","left",0.62873,9,"perc100","50","fam"
"m1","m1_20.jpg",0.7,"right","left",0.59493,9,"perc0","20","fam"
"m2","m2_30.jpg",0.5,"left","right",0.67812,9,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"left","left",0.89502,9,"perc100","70","fam"
"m1","m1_70.jpg",0.7,"left","left",0.74467,9,"perc100","70","fam"
"m2","m2_50.jpg",0.5,"left","right",0.89479,9,"perc0","50","fam"
"f2","f2_10.jpg",0.7,"left","right",0.81152,9,"perc0","10","fam"
"m1","m1_30.jpg",0.7,"right","left",0.77841,9,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"right","left",0.77819,9,"perc0","70","fam"
"m2","m2_20.jpg",0.7,"right","left",0.9116,9,"perc0","20","fam"
"m1","m1_60.jpg",0.7,"right","right",1.0447,9,"perc100","60","fam"
"f2","f2_40.jpg",0.7,"left","right",0.84474,9,"perc0","40","fam"
"m1","m1_10.jpg",0.7,"left","right",0.56143,9,"perc0","10","fam"
"m2","m2_50.jpg",0.7,"right","right",1.0782,9,"perc100","50","fam"
"f2","f2_30.jpg",0.7,"left","left",1.1288,9,"perc100","30","fam"
"m1","m1_60.jpg",0.7,"left","right",1.3114,9,"perc0","60","fam"
"m2","m2_80.jpg",0.7,"right","right",0.66181,9,"perc100","80","fam"
"f2","f2_10.jpg",0.5,"right","left",0.92819,9,"perc0","10","fam"
"m2","m2_40.jpg",0.5,"right","left",0.81228,9,"perc0","40","fam"
"m1","m1_20.jpg",0.7,"left","right",0.71129,9,"perc0","20","fam"
"m2","m2_70.jpg",0.7,"left","left",0.66162,9,"perc100","70","fam"
"m1","m1_40.jpg",0.5,"left","right",0.6282,9,"perc0","40","fam"
"f2","f2_80.jpg",0.7,"right","left",1.1118,9,"perc0","80","fam"
"m1","m1_50.jpg",0.7,"right","left",1.1115,9,"perc0","50","fam"
"f2","f2_80.jpg",0.7,"left","left",0.66184,9,"perc100","80","fam"
"m2","m2_10.jpg",0.5,"left","right",0.6948,9,"perc0","10","fam"
"m1","m1_50.jpg",0.7,"left","right",0.72812,9,"perc0","50","fam"
"m2","m2_90.jpg",0.7,"left","left",0.59485,9,"perc100","90","fam"
"f2","f2_90.jpg",0.7,"right","right",0.79479,9,"perc100","90","fam"
"m1","m1_30.jpg",0.7,"left","right",0.84462,9,"perc0","30","fam"
"f2","f2_50.jpg",0.5,"right","left",0.74476,9,"perc0","50","fam"
"m2","m2_20.jpg",0.7,"left","right",0.97805,9,"perc0","20","fam"
"f2","f2_90.jpg",0.5,"left","right",1.3114,9,"perc0","90","fam"
"m1","m1_90.jpg",0.5,"left","left",0.8946,9,"perc100","90","fam"
"m2","m2_70.jpg",0.7,"right","right",0.82808,9,"perc100","70","fam"
"m1","m1_80.jpg",0.7,"left","left",0.57806,9,"perc100","80","fam"
"m2","m2_90.jpg",0.7,"right","right",0.8948,9,"perc100","90","fam"
"f2","f2_30.jpg",0.5,"right","left",0.97831,9,"perc0","30","fam"
"m1","m1_70.jpg",0.7,"right","right",0.99475,9,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"left","right",0.92859,9,"perc0","20","fam"
"m2","m2_80.jpg",0.7,"left","left",0.67865,9,"perc100","80","fam"
"f2","f2_40.jpg",0.7,"right","right",1.0949,9,"perc100","40","fam"
"m1","m1_10.jpg",0.7,"right","left",0.72796,9,"perc0","10","fam"
"m2","m2_60.jpg",0.5,"right","right",0.67812,9,"perc100","60","fam"
"m1","m1_90.jpg",0.5,"right","right",0.74471,9,"perc100","90","fam"
"f2","f2_20.jpg",0.5,"right","left",0.74557,9,"perc0","20","fam"
"m2","m2_30.jpg",0.7,"right","left",0.67893,9,"perc0","30","fam"
"m1","m1_80.jpg",0.7,"right","right",1.1947,9,"perc100","80","fam"
"f2","f2_60.jpg",0.7,"right","right",0.79485,9,"perc100","60","fam"
"m2","m2_10.jpg",0.7,"right","right",1.2282,9,"perc100","10","fam"
"m1","m1_40.jpg",0.7,"right","left",0.52824,9,"perc0","40","fam"
"m2","m2_40.jpg",0.5,"left","right",0.66154,9,"perc0","40","fam"
"f2","f2_60.jpg",0.7,"left","left",0.64491,9,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"left","left",0.8948,9,"perc100","60","fam"
"m1","m1_20.jpg",0.5,"right","left",1.0281,9,"perc0","20","fam"
"f2","f2_50.jpg",0.7,"left","left",0.7782,9,"perc100","50","fam"
"m2","m2_30.jpg",0.7,"left","right",0.57814,9,"perc0","30","fam"
"m1","m1_70.jpg",0.7,"left","left",1.1281,9,"perc100","70","fam"
"f2","f2_70.jpg",0.5,"left","left",0.57821,9,"perc100","70","fam"
"m2","m2_50.jpg",0.7,"left","right",1.1614,9,"perc0","50","fam"
"m1","m1_30.jpg",0.7,"right","left",0.89474,9,"perc0","30","fam"
"f2","f2_10.jpg",0.5,"left","right",0.56148,9,"perc0","10","fam"
"m1","m1_60.jpg",0.5,"right","right",0.82806,9,"perc100","60","fam"
"f2","f2_70.jpg",0.5,"right","right",0.92823,9,"perc100","70","fam"
"m2","m2_20.jpg",0.7,"right","left",0.62816,9,"perc0","20","fam"
"m1","m1_10.jpg",0.5,"left","right",0.76135,9,"perc0","10","fam"
"m2","m2_50.jpg",0.7,"right","left",0.74481,9,"perc0","50","fam"
"f2","f2_40.jpg",0.7,"left","right",0.89477,9,"perc0","40","fam"
"m2","m2_80.jpg",0.5,"right","right",0.52814,9,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","left",1.1614,9,"perc100","60","fam"
"f2","f2_30.jpg",0.7,"left","right",0.61157,9,"perc0","30","fam"
"m2","m2_40.jpg",0.7,"right","left",0.87816,9,"perc0","40","fam"
"f2","f2_10.jpg",0.7,"right","left",0.67826,9,"perc0","10","fam"
"m1","m1_20.jpg",0.7,"left","right",0.6447,9,"perc0","20","fam"
